Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
ERR1958350	0.145	0.00184	143.8	0.950	0.729	25.7	36.8	20012.0	141.0	0.134	0.0505	3.61	5.20	1.57
ERR1958351	0.0883	0.00242	147.9	0.966	0.780	36.2	48.4	19991.0	145.0	0.0822	0.0338	3.88	5.60	1.68
ERR1958352	0.102	0.00263	150.5	0.969	0.804	39.5	52.6	19994.0	138.0	0.036	0.0315	3.96	5.72	1.72
ERR1958353	0.087	0.00231	166.5	0.965	0.765	34.5	46.2	20003.0	150.0	0.152	0.0351	3.83	5.53	1.66
ERR1958354	0.122	0.00206	141.7	0.957	0.753	29.5	41.2	20007.0	139.0	0.150	0.0434	3.72	5.36	1.61
ERR1958355	0.0805	0.00249	150.1	0.968	0.786	37.6	49.9	19992.0	145.0	0.110	0.0324	3.91	5.64	1.70
ERR1958356	0.102	0.0025	161.1	0.967	0.780	37.1	50.1	20003.0	151.0	0.118	0.0335	3.91	5.65	1.70
ERR1958357	0.0729	0.00283	146.5	0.973	0.810	44.4	56.6	20006.0	146.0	0.0408	0.0266	4.04	5.82	1.75
ERR1958358	0.0966	0.00208	160.6	0.961	0.744	30.8	41.5	20008.0	150.0	0.152	0.0392	3.73	5.38	1.62
ERR1958359	0.0742	0.00236	167.2	0.967	0.755	35.8	47.2	20012.0	165.0	0.163	0.0334	3.86	5.56	1.67
ERR1958360	0.0756	0.00227	136.9	0.965	0.777	34.2	45.4	19997.0	136.0	0.0803	0.0354	3.82	5.51	1.66
ERR1958361	0.0691	0.00245	164.0	0.969	0.781	38.1	49.1	20003.0	146.0	0.122	0.0311	3.89	5.62	1.69
ERR1958362	0.0894	0.00201	138.7	0.960	0.751	30.2	40.3	20005.0	137.0	0.0942	0.0399	3.70	5.33	1.61
ERR1958363	0.0964	0.00177	156.8	0.954	0.708	25.9	35.5	20005.0	155.0	0.135	0.0461	3.57	5.15	1.55
ERR1958364	0.0757	0.00265	155.3	0.971	0.790	40.9	52.9	20000.0	152.0	0.118	0.0292	3.97	5.73	1.72
ERR1958365	0.104	0.00254	174.0	0.967	0.769	38.0	50.7	20011.0	165.0	0.205	0.0325	3.93	5.66	1.71
ERR1958366	0.0852	0.00201	141.0	0.960	0.749	30.1	40.2	20009.0	139.0	0.1	0.0397	3.70	5.33	1.60
ERR1958367	0.0833	0.00226	144.8	0.964	0.770	33.5	45.3	19994.0	141.0	0.0775	0.0363	3.81	5.50	1.66
ERR1958368	0.0735	0.0023	154.6	0.965	0.761	34.2	46.1	20008.0	153.0	0.104	0.0352	3.83	5.53	1.66
ERR1958369	0.0872	0.00224	169.0	0.967	0.749	35.4	44.8	20011.0	160.0	0.211	0.0328	3.80	5.48	1.65
ERR1958370	0.0973	0.00195	167.3	0.960	0.726	29.6	39.0	20005.0	156.0	0.242	0.0398	3.66	5.29	1.59
ERR1958371	0.138	0.00189	134.1	0.956	0.743	28.1	37.8	20009.0	133.0	0.119	0.0444	3.63	5.24	1.58
ERR1958372	0.0996	0.00147	125.0	0.947	0.701	22.2	29.4	20001.0	124.0	0.136	0.053	3.38	4.88	1.47
ERR1958373	0.0881	0.00225	138.1	0.965	0.776	34.2	44.9	20003.0	135.0	0.110	0.0353	3.80	5.49	1.65
ERR1958374	0.0919	0.00247	149.8	0.969	0.788	38.3	49.4	20006.0	141.0	0.148	0.0314	3.90	5.63	1.69
ERR2188117	0.150	0.00381	691.0	0.952	0.664	33.3	76.5	20071.0	689.0	0.241	0.0478	4.34	6.26	1.88
ERR2188118	0.115	0.00373	571.6	0.956	0.679	34.9	74.3	19941.0	570.0	0.189	0.044	4.31	6.22	1.87
ERR2188119	0.114	0.00609	732.0	0.973	0.728	59.6	121.4	19940.0	730.0	0.252	0.0273	4.80	6.92	2.08
ERR2188120	0.129	0.00373	637.3	0.959	0.669	36.2	74.8	20056.0	635.0	0.258	0.0411	4.31	6.22	1.87
ERR2188121	0.141	0.00381	611.1	0.956	0.675	35.0	75.9	19902.0	609.0	0.234	0.0442	4.33	6.25	1.88
ERR2188122	0.208	0.00189	577.9	0.920	0.571	17.7	37.7	19957.0	577.0	0.261	0.08	3.63	5.24	1.58
ERR2188123	0.175	0.00365	726.9	0.947	0.651	30.7	72.7	19933.0	722.0	0.311	0.0531	4.29	6.18	1.86
ERR2188124	0.0983	0.00679	769.4	0.979	0.739	73.7	135.5	19966.0	768.0	0.255	0.0207	4.91	7.08	2.13
ERR2188125	0.216	0.00145	385.1	0.906	0.567	14.7	29.0	19985.0	382.0	0.292	0.0945	3.37	4.86	1.46
ERR2188126	0.0575	0.00841	846.1	0.986	0.760	98.9	167.4	19903.0	844.0	0.252	0.014	5.12	7.39	2.22
ERR2188127	0.101	0.00383	731.3	0.965	0.659	39.9	77.0	20127.0	728.0	0.343	0.0355	4.34	6.27	1.89
ERR2188128	0.146	0.00423	642.3	0.961	0.687	40.3	84.8	20045.0	640.0	0.268	0.0393	4.44	6.41	1.93
ERR2188129	0.168	0.00518	754.8	0.958	0.700	42.0	103.3	19914.0	752.0	0.282	0.0425	4.64	6.69	2.01
ERR2188130	0.0642	0.00571	712.8	0.978	0.721	64.5	114.1	19984.0	711.0	0.271	0.0216	4.74	6.83	2.06
ERR2188131	0.106	0.00411	617.9	0.968	0.687	44.1	81.9	19939.0	612.0	0.297	0.0322	4.41	6.36	1.91
ERR2188132	0.148	0.00308	655.4	0.942	0.635	26.6	61.4	19971.0	654.0	0.264	0.0579	4.12	5.94	1.79
ERR2188133	0.0647	0.00836	726.0	0.986	0.777	99.1	166.7	19948.0	726.0	0.250	0.0144	5.12	7.38	2.22
ERR2188134	0.150	0.00459	751.6	0.961	0.683	41.4	92.0	20049.0	750.0	0.230	0.0391	4.52	6.52	1.96
ERR2188135	0.144	0.00441	610.0	0.961	0.699	40.3	88.6	20079.0	610.0	0	0.0394	4.48	6.47	1.95
ERR2188136	0.124	0.00364	673.2	0.952	0.658	31.9	72.5	19923.0	670.0	0.282	0.0484	4.28	6.18	1.86
ERR2188137	0.131	0.0041	710.6	0.961	0.670	39.1	81.4	19880.0	709.0	0.266	0.0386	4.40	6.35	1.91
ERR2188138	0.128	0.00291	654.7	0.952	0.627	29.1	58.3	20029.0	654.0	0.269	0.0482	4.07	5.86	1.77
ERR2188139	0.208	0.00351	638.8	0.940	0.658	28.4	69.9	19936.0	637.0	0.271	0.0598	4.25	6.13	1.84
ERR2188140	0.181	0.00491	779.6	0.953	0.689	38.7	98.4	20028.0	779.0	0.226	0.0466	4.59	6.62	1.99
ERR2188141	0.124	0.00411	660.9	0.961	0.680	38.7	82.5	20039.0	660.0	0.247	0.0394	4.41	6.37	1.92
ERR2188142	0.0992	0.0049	559.4	0.973	0.726	54.6	97.7	19959.0	549.0	0.298	0.0267	4.58	6.61	1.99
ERR2188143	0.241	0.00241	791.8	0.915	0.582	18.7	48.5	20070.0	789.0	0.385	0.0854	3.88	5.60	1.69
ERR2188144	0.0991	0.00602	675.2	0.975	0.736	62.1	120.4	19997.0	673.0	0.231	0.0251	4.79	6.91	2.08
ERR2188145	0.130	0.0034	681.6	0.957	0.647	33.2	67.8	19926.0	677.0	0.327	0.0435	4.22	6.08	1.83
ERR2188146	0.0914	0.00383	506.9	0.967	0.697	42.2	76.5	19983.0	505.0	0.196	0.0331	4.34	6.26	1.88
ERR2188147	0.0759	0.006	574.8	0.978	0.753	67.1	119.5	19910.0	574.0	0.176	0.0215	4.78	6.90	2.08
ERR2188148	0.174	0.00238	662.7	0.932	0.595	21.5	47.8	20101.0	662.0	0.281	0.0679	3.87	5.58	1.68
ERR2188149	0.0625	0.00678	671.4	0.982	0.754	77.4	135.0	19906.0	670.0	0.221	0.0184	4.91	7.08	2.13
ERR2188150	0.114	0.00388	642.4	0.965	0.674	41.0	77.6	19984.0	636.0	0.355	0.0354	4.35	6.28	1.89
ERR2188151	0.185	0.00325	751.1	0.941	0.632	27.3	65.1	20025.0	739.0	0.405	0.0588	4.18	6.02	1.81
ERR2188152	0.253	0.00177	600.4	0.906	0.559	15.8	35.3	20009.0	589.0	0.414	0.0945	3.56	5.14	1.55
ERR2188153	0.191	0.00331	614.9	0.940	0.652	27.2	65.8	19887.0	613.0	0.241	0.0602	4.19	6.04	1.82
ERR2188154	0.209	0.00215	536.0	0.925	0.598	19.7	42.9	19957.0	536.0	0.296	0.0749	3.76	5.42	1.63
ERR2188155	0.179	0.00226	572.4	0.926	0.600	20.0	44.9	19878.0	570.0	0.278	0.0738	3.80	5.49	1.65
ERR2188156	0.144	0.00377	830.4	0.953	0.645	33.0	75.5	20020.0	819.0	0.402	0.0471	4.32	6.24	1.88
ERR2188157	0.0912	0.0054	741.3	0.974	0.707	55.4	106.7	19754.0	739.0	0.285	0.0265	4.67	6.74	2.03
ERR2188158	0.203	0.00207	674.1	0.911	0.572	17.0	41.4	19987.0	672.0	0.334	0.0891	3.72	5.37	1.62
ERR2188159	0.0784	0.00701	643.0	0.983	0.764	83.8	139.6	19911.0	643.0	0.278	0.0171	4.94	7.13	2.15
ERR2188160	0.160	0.00302	779.4	0.947	0.618	27.9	60.5	20030.0	768.0	0.404	0.0532	4.10	5.92	1.78
ERR2188161	0.201	0.00235	670.8	0.923	0.591	19.7	46.9	19959.0	669.0	0.312	0.077	3.85	5.55	1.67
ERR2188162	0.158	0.00317	756.2	0.943	0.627	27.0	63.6	20056.0	755.0	0.269	0.0566	4.15	5.99	1.80
ERR2188163	0.124	0.00288	571.4	0.951	0.638	28.9	57.4	19928.0	570.0	0.277	0.0492	4.05	5.84	1.76
ERR2188164	0.201	0.00278	596.6	0.936	0.628	24.5	55.4	19949.0	595.0	0.273	0.0638	4.01	5.79	1.74
ERR2188165	0.175	0.0031	593.1	0.949	0.647	30.0	62.0	20040.0	591.0	0.270	0.0507	4.13	5.95	1.79
ERR2188166	0.157	0.00245	663.1	0.933	0.600	21.8	48.8	19913.0	654.0	0.353	0.0668	3.89	5.61	1.69
ERR2188167	0.153	0.00307	628.4	0.942	0.639	26.5	61.3	19958.0	626.0	0.282	0.0576	4.11	5.94	1.79
ERR2188168	0.230	0.00275	645.0	0.930	0.620	23.4	55.1	20018.0	642.0	0.348	0.0701	4.01	5.78	1.74
ERR2188169	0.202	0.00185	585.4	0.910	0.567	16.1	36.9	19952.0	582.0	0.328	0.09	3.61	5.21	1.57
ERR2188170	0.234	0.00227	613.2	0.922	0.594	19.8	45.3	19943.0	611.0	0.338	0.0783	3.81	5.50	1.66
ERR2188171	0.117	0.00285	586.1	0.959	0.634	32.0	56.9	19933.0	585.0	0.278	0.0414	4.04	5.83	1.75
ERR2188172	0.238	0.00183	591.3	0.901	0.564	15.2	36.5	19970.0	588.0	0.333	0.0988	3.60	5.19	1.56
ERR2188173	0.227	0.00215	597.8	0.921	0.588	19.2	42.9	19894.0	595.0	0.334	0.0795	3.76	5.42	1.63
ERR2188174	0.263	0.00246	694.8	0.914	0.596	19.4	49.2	20014.0	690.0	0.378	0.0859	3.90	5.62	1.69
ERR2188175	0.0898	0.00702	821.4	0.980	0.736	75.1	139.6	19876.0	818.0	0.315	0.0204	4.94	7.12	2.14
ERR2188176	0.160	0.00319	599.6	0.944	0.648	27.7	63.2	19831.0	598.0	0.235	0.0564	4.15	5.98	1.80
ERR2188177	0.135	0.00356	609.7	0.960	0.665	36.1	71.1	19982.0	608.0	0.278	0.0405	4.26	6.15	1.85
ERR2188178	0.130	0.0043	661.0	0.967	0.688	44.9	86.2	20041.0	652.0	0.338	0.0333	4.46	6.43	1.94
ERR2188179	0.105	0.00481	781.9	0.966	0.686	44.9	96.1	19998.0	779.0	0.317	0.0342	4.57	6.59	1.98
ERR2188180	0.162	0.00269	704.9	0.941	0.609	24.9	53.8	19972.0	694.0	0.410	0.059	3.98	5.75	1.73
ERR2188181	0.247	0.00179	474.1	0.913	0.583	17.2	35.9	20038.0	463.0	0.366	0.0869	3.58	5.16	1.55
ERR2188182	0.148	0.00423	696.5	0.962	0.678	41.1	84.4	19948.0	692.0	0.326	0.0379	4.44	6.40	1.93
ERR2188183	0.178	0.00221	674.5	0.928	0.582	19.7	44.1	19940.0	671.0	0.344	0.0724	3.79	5.46	1.64
ERR2188184	0.217	0.00224	621.0	0.924	0.591	19.9	44.8	19968.0	620.0	0.272	0.0758	3.80	5.49	1.65
ERR2188185	0.151	0.00323	601.2	0.951	0.651	30.7	64.4	19957.0	600.0	0.231	0.049	4.17	6.01	1.81
ERR2188186	0.122	0.00396	618.6	0.961	0.680	38.5	78.9	19903.0	617.0	0.252	0.0392	4.37	6.30	1.90
ERR2188187	0.182	0.00324	646.7	0.946	0.645	29.3	65.0	20069.0	645.0	0.271	0.0537	4.17	6.02	1.81
ERR2188188	0.138	0.00252	510.4	0.945	0.629	25.8	50.3	19938.0	506.0	0.327	0.0553	3.92	5.65	1.70
ERR2188189	0.254	0.00182	530.3	0.910	0.572	16.6	36.2	19925.0	529.0	0.300	0.0903	3.59	5.18	1.56
ERR2188190	0.0908	0.00531	695.8	0.973	0.713	55.0	106.1	19958.0	693.0	0.274	0.0269	4.66	6.73	2.03
ERR2188191	0.122	0.00379	646.7	0.958	0.669	36.4	75.6	19935.0	644.0	0.304	0.0415	4.32	6.24	1.88
ERR2188192	0.177	0.00321	785.7	0.942	0.626	27.4	64.6	20155.0	782.0	0.383	0.0578	4.17	6.01	1.81
ERR2188193	0.177	0.00253	549.0	0.943	0.622	25.6	50.6	19975.0	549.0	0.311	0.0565	3.92	5.66	1.70
ERR2188194	0.123	0.00554	688.4	0.973	0.720	57.6	110.2	19881.0	687.0	0.241	0.0271	4.70	6.78	2.04
ERR2188195	0.234	0.0016	509.0	0.886	0.557	13.0	32.2	20098.0	509.0	0	0.114	3.47	5.01	1.51
ERR2188196	0.104	0.0046	681.5	0.967	0.692	45.4	91.1	19783.0	680.0	0.266	0.033	4.51	6.51	1.96
ERR2188197	0.140	0.00279	665.0	0.946	0.620	26.6	56.0	20067.0	660.0	0.374	0.0542	4.02	5.81	1.75
ERR2188198	0.0712	0.00688	816.2	0.981	0.734	74.9	137.1	19935.0	813.0	0.297	0.0194	4.92	7.10	2.14
ERR2188199	0.165	0.0039	639.8	0.955	0.674	36.0	77.9	19960.0	639.0	0.239	0.0446	4.35	6.28	1.89
ERR2188200	0.063	0.00676	675.3	0.983	0.753	80.9	135.1	20007.0	673.0	0.252	0.0171	4.91	7.08	2.13
ERR2188201	0.127	0.00399	532.9	0.965	0.698	42.5	79.8	19984.0	532.0	0.201	0.0347	4.38	6.32	1.90
ERR2188202	0.148	0.00306	568.3	0.949	0.648	29.1	60.7	19841.0	567.0	0.275	0.0515	4.11	5.92	1.78
ERR2188203	0.112	0.00399	537.5	0.962	0.698	40.7	79.8	19992.0	530.0	0.292	0.0376	4.38	6.32	1.90
ERR2188204	0.233	0.00195	435.6	0.916	0.603	18.0	39.0	19991.0	434.0	0.248	0.0844	3.66	5.29	1.59
ERR2188205	0.126	0.00274	456.2	0.954	0.654	30.0	54.8	19972.0	455.0	0.221	0.0461	4.00	5.78	1.74
ERR2188206	0.211	0.00263	537.3	0.936	0.631	24.4	52.5	19983.0	535.0	0.293	0.0645	3.96	5.71	1.72
ERR2188207	0.106	0.00331	523.9	0.964	0.670	37.7	66.3	20035.0	521.0	0.289	0.0362	4.19	6.05	1.82
ERR2188208	0.218	0.0024	604.6	0.923	0.605	19.9	48.0	20021.0	603.0	0.275	0.0773	3.87	5.59	1.68
ERR2188209	0.133	0.00366	702.1	0.957	0.656	35.1	73.2	19964.0	698.0	0.339	0.0425	4.29	6.19	1.86
ERR2188210	0.146	0.00222	513.0	0.942	0.609	23.7	44.4	20020.0	509.0	0.384	0.0583	3.79	5.47	1.65
ERR2188211	0.102	0.00484	754.1	0.969	0.690	48.5	96.5	19922.0	751.0	0.324	0.0308	4.57	6.59	1.98
ERR2188212	0.171	0.00223	583.5	0.938	0.596	22.6	44.5	19943.0	580.0	0.361	0.062	3.80	5.48	1.65
ERR2188213	0.159	0.00389	708.2	0.954	0.664	34.7	77.8	19989.0	706.0	0.308	0.0463	4.35	6.28	1.89
ERR2188214	0.0995	0.00447	717.0	0.967	0.683	44.5	89.0	19934.0	716.0	0.252	0.0332	4.49	6.48	1.95
ERR2188215	0.200	0.00257	681.1	0.924	0.604	20.5	51.2	19936.0	678.0	0.342	0.0762	3.94	5.68	1.71
ERR2188216	0.155	0.00322	732.6	0.949	0.632	29.6	64.3	19987.0	727.0	0.371	0.0507	4.16	6.01	1.81
ERR2188217	0.0681	0.00767	818.6	0.984	0.750	88.9	152.7	19915.0	816.0	0.297	0.016	5.03	7.25	2.18
ERR2188218	0.170	0.00294	638.5	0.939	0.631	25.3	58.9	19986.0	637.0	0.287	0.0612	4.08	5.88	1.77
ERR2188219	0.250	0.00167	622.5	0.903	0.546	15.0	33.4	20021.0	613.0	0.406	0.0973	3.51	5.06	1.52
ERR2188220	0.181	0.00309	583.5	0.944	0.647	28.0	61.3	19854.0	581.0	0.263	0.0556	4.12	5.94	1.79
ERR2188221	0.140	0.00303	619.3	0.953	0.639	30.4	60.7	20052.0	618.0	0.233	0.0468	4.11	5.92	1.78
ERR2188222	0.194	0.00314	664.4	0.940	0.639	27.4	63.3	20131.0	661.0	0.341	0.0596	4.15	5.98	1.80
ERR2188223	0.192	0.00277	657.4	0.938	0.619	24.7	55.3	19963.0	656.0	0.291	0.0621	4.01	5.79	1.74
ERR2188224	0.239	0.00218	533.7	0.920	0.601	19.4	43.5	19936.0	532.0	0.289	0.0801	3.77	5.44	1.64
ERR2188225	0.185	0.00351	791.4	0.944	0.638	29.0	70.1	19982.0	785.0	0.399	0.056	4.25	6.13	1.85
ERR2188226	0.106	0.00508	731.3	0.972	0.701	53.1	101.4	19965.0	726.0	0.340	0.0278	4.62	6.66	2.01
ERR2188227	0.139	0.00255	641.4	0.941	0.608	24.0	50.9	19965.0	640.0	0.273	0.059	3.93	5.67	1.71
ERR2188228	0.227	0.00192	637.2	0.916	0.565	17.4	38.3	19990.0	632.0	0.393	0.0841	3.65	5.26	1.58
ERR2188229	0.156	0.00259	649.1	0.942	0.610	24.9	51.8	19986.0	646.0	0.363	0.0575	3.95	5.69	1.71
ERR2188230	0.159	0.00401	640.5	0.957	0.678	37.1	79.9	19918.0	639.0	0.230	0.0425	4.38	6.32	1.90
ERR2188231	0.157	0.00258	708.0	0.941	0.601	24.2	51.6	20000.0	704.0	0.384	0.0591	3.94	5.69	1.71
ERR2188232	0.192	0.00332	771.9	0.941	0.632	27.5	66.5	20002.0	767.0	0.383	0.0589	4.20	6.06	1.82
ERR2188233	0.147	0.00383	665.6	0.958	0.669	37.1	77.0	20091.0	662.0	0.335	0.0416	4.34	6.27	1.89
ERR2188234	0.0925	0.0067	776.0	0.978	0.735	69.5	133.2	19870.0	775.0	0.231	0.022	4.89	7.06	2.12
ERR2188235	0.217	0.00296	703.5	0.931	0.623	23.8	59.4	20038.0	700.0	0.379	0.069	4.08	5.89	1.77
ERR2188236	0.171	0.00381	594.0	0.954	0.678	35.5	75.9	19912.0	592.0	0.256	0.0458	4.33	6.25	1.88
ERR2188237	0.177	0.00396	692.1	0.952	0.669	34.3	79.1	19990.0	690.0	0.298	0.0484	4.37	6.31	1.90
ERR2188238	0.214	0.00273	752.6	0.929	0.605	22.2	54.8	20057.0	745.0	0.377	0.0705	4.00	5.78	1.74
ERR2188239	0.144	0.00371	650.4	0.953	0.664	33.6	73.8	19916.0	649.0	0.237	0.0466	4.30	6.21	1.87
ERR2188240	0.179	0.00393	815.0	0.952	0.652	34.0	78.8	20044.0	811.0	0.389	0.048	4.37	6.30	1.90
ERR2188241	0.0507	0.00707	861.0	0.983	0.735	81.0	141.5	20000.0	846.0	0.394	0.0173	4.95	7.14	2.15
ERR2188242	0.140	0.00343	743.4	0.953	0.641	32.2	68.9	20099.0	740.0	0.367	0.0467	4.23	6.11	1.84
ERR2188244	0.0441	0.00953	901.2	0.987	0.772	111.5	190.5	19983.0	899.0	0.290	0.0128	5.25	7.57	2.28
ERR2188247	0.149	0.0033	581.9	0.951	0.658	30.8	65.6	19876.0	580.0	0.250	0.049	4.18	6.04	1.82
ERR2188248	0.243	0.00286	605.4	0.925	0.632	22.7	57.1	19972.0	604.0	0.264	0.0749	4.05	5.84	1.76
ERR2188249	0.115	0.00479	670.3	0.969	0.700	48.5	94.9	19805.0	668.0	0.272	0.031	4.55	6.57	1.98
ERR2188250	0.122	0.00341	735.8	0.952	0.640	31.0	68.4	20049.0	733.0	0.354	0.0478	4.23	6.10	1.83
ERR2188251	0.206	0.003	743.8	0.935	0.620	24.5	60.2	20054.0	740.0	0.363	0.0651	4.10	5.91	1.78
ERR2188252	0.0528	0.00847	862.7	0.987	0.760	102.7	169.4	19994.0	855.0	0.353	0.0134	5.13	7.40	2.23
ERR2188253	0.0481	0.00784	744.5	0.986	0.764	95.0	155.8	19876.0	742.0	0.258	0.0145	5.05	7.28	2.19
ERR2188254	0.142	0.00204	547.4	0.936	0.591	21.3	40.9	20018.0	536.0	0.382	0.064	3.71	5.35	1.61
ERR2188255	0.104	0.00398	631.5	0.965	0.679	41.2	79.8	20070.0	630.0	0.235	0.0352	4.38	6.32	1.90
ERR2188256	0.158	0.00458	644.3	0.962	0.699	43.1	91.5	19968.0	642.0	0.261	0.0382	4.52	6.52	1.96
ERR2188257	0.177	0.00251	556.0	0.927	0.619	21.1	50.0	19945.0	556.0	0.298	0.0728	3.91	5.64	1.70
ERR2188258	0.287	0.00264	877.8	0.901	0.587	17.5	53.2	20160.0	877.0	0.297	0.0991	3.97	5.73	1.73
ERR2188259	0.233	0.00415	862.3	0.935	0.654	28.7	83.1	20036.0	859.0	0.349	0.0654	4.42	6.38	1.92
ERR2188260	0.244	0.00188	666.2	0.898	0.559	14.9	37.7	20067.0	664.0	0.298	0.102	3.63	5.24	1.58
ERR2188261	0.0875	0.00727	713.0	0.982	0.758	82.7	144.9	19935.0	711.0	0.291	0.0182	4.98	7.18	2.16
ERR2188262	0.134	0.00437	673.4	0.959	0.686	39.0	87.2	19941.0	672.0	0.236	0.041	4.47	6.45	1.94
ERR2188263	0.143	0.00433	748.3	0.961	0.674	40.3	86.3	19921.0	747.0	0.273	0.0385	4.46	6.43	1.94
ERR2188264	0.184	0.00221	666.6	0.931	0.584	20.8	44.2	19997.0	658.0	0.414	0.0689	3.79	5.46	1.65
ERR2188265	0.0763	0.00605	755.4	0.978	0.723	64.9	120.5	19930.0	753.0	0.277	0.0224	4.79	6.91	2.08
ERR2188266	0.134	0.004	561.0	0.954	0.693	34.6	80.2	20066.0	561.0	0	0.0464	4.38	6.33	1.90
ERR2188267	0.193	0.00263	660.4	0.939	0.612	25.0	52.9	20085.0	657.0	0.404	0.0608	3.97	5.73	1.72
ERR2188268	0.212	0.00122	450.6	0.900	0.525	13.0	24.4	20036.0	439.0	0.405	0.100	3.19	4.61	1.39
ERR2188269	0.186	0.0023	706.1	0.934	0.585	21.9	46.2	20070.0	703.0	0.381	0.0657	3.83	5.53	1.66
ERR2188270	0.152	0.00314	580.0	0.952	0.650	30.8	62.3	19820.0	578.0	0.285	0.0477	4.13	5.96	1.79
ERR2188271	0.226	0.00177	475.1	0.910	0.578	16.5	35.3	19959.0	474.0	0.299	0.0895	3.56	5.14	1.55
ERR2188272	0.375	0.0012	468.8	0.832	0.517	9.19	24.0	19910.0	467.0	0.280	0.168	3.18	4.58	1.38
ERR2188273	0.175	0.00216	502.6	0.928	0.606	20.4	43.1	19909.0	500.0	0.281	0.0719	3.76	5.43	1.63
ERR2188274	0.152	0.00403	876.6	0.954	0.649	34.4	81.0	20071.0	876.0	0.276	0.046	4.39	6.34	1.91
ERR2188275	0.0804	0.00666	846.9	0.979	0.727	71.5	133.9	20100.0	844.0	0.324	0.0206	4.90	7.07	2.13
ERR2188276	0.179	0.00377	692.2	0.950	0.660	32.4	74.7	19846.0	690.0	0.305	0.0504	4.31	6.22	1.87
ERR2188277	0.235	0.00171	503.1	0.908	0.568	15.7	34.1	19877.0	501.0	0.279	0.0922	3.53	5.09	1.53
ERR2188278	0.259	0.00351	700.1	0.922	0.649	23.8	69.9	19899.0	698.0	0.245	0.0781	4.25	6.13	1.84
ERR2188279	0.314	0.00227	801.1	0.888	0.573	15.5	46.0	20214.0	796.0	0.418	0.112	3.83	5.52	1.66
ERR2188280	0.297	0.00129	579.4	0.869	0.511	11.0	25.8	19952.0	577.0	0.369	0.131	3.25	4.69	1.41
ERR2188281	0.147	0.00546	740.0	0.965	0.710	48.1	109.0	19956.0	739.0	0.219	0.0353	4.69	6.77	2.04
ERR2188282	0.220	0.0016	549.4	0.907	0.550	15.1	32.0	20038.0	548.0	0.284	0.0935	3.47	5.00	1.51
ERR2188283	0.160	0.00376	724.2	0.952	0.656	32.7	75.1	19987.0	721.0	0.298	0.0482	4.32	6.23	1.88
ERR2188284	0.223	0.00316	642.9	0.935	0.641	26.1	63.0	19918.0	641.0	0.296	0.0647	4.14	5.98	1.80
ERR2188285	0.173	0.00395	887.4	0.951	0.645	33.2	79.5	20143.0	884.0	0.382	0.0492	4.38	6.31	1.90
ERR2188286	0.210	0.00204	608.8	0.923	0.579	18.9	41.0	20042.0	607.0	0.308	0.0769	3.71	5.36	1.61
ERR2188287	0.136	0.00292	656.9	0.946	0.628	27.0	58.6	20048.0	656.0	0.274	0.0543	4.07	5.87	1.77
ERR2188288	0.0696	0.00681	808.5	0.980	0.733	72.2	134.8	19809.0	806.0	0.276	0.0204	4.90	7.08	2.13
ERR2188289	0.151	0.00313	681.6	0.945	0.635	27.8	62.9	20106.0	681.0	0.236	0.0546	4.14	5.98	1.80
ERR2188290	0.0831	0.00438	824.3	0.967	0.666	44.1	87.6	20006.0	821.0	0.382	0.0326	4.47	6.45	1.94
ERR2188291	0.104	0.00405	633.5	0.965	0.682	41.8	81.2	20034.0	630.0	0.312	0.0348	4.40	6.34	1.91
ERR2188292	0.165	0.00336	637.3	0.944	0.652	28.6	67.0	19951.0	634.0	0.296	0.0562	4.20	6.07	1.83
ERR2188293	0.0849	0.00649	633.8	0.977	0.754	68.1	129.5	19961.0	632.0	0.199	0.0225	4.86	7.02	2.11
ERR2188294	0.140	0.00314	755.6	0.944	0.625	26.8	62.8	19991.0	754.0	0.306	0.0561	4.14	5.97	1.80
ERR2188295	0.213	0.00273	462.9	0.939	0.652	26.3	54.6	19958.0	462.0	0.229	0.0612	4.00	5.77	1.74
ERR2188296	0.188	0.00309	737.6	0.938	0.625	25.6	61.8	20014.0	737.0	0.272	0.0615	4.12	5.95	1.79
ERR2188298	0.197	0.00264	550.2	0.940	0.629	25.6	52.7	19972.0	548.0	0.311	0.0598	3.96	5.72	1.72
ERR2188299	0.230	0.00257	795.8	0.925	0.591	21.2	51.6	20121.0	789.0	0.425	0.0748	3.94	5.69	1.71
ERR2188300	0.317	0.00136	590.7	0.855	0.517	10.3	27.1	19913.0	589.0	0.269	0.145	3.30	4.76	1.43
ERR2188301	0.217	0.00163	650.3	0.889	0.538	13.0	32.5	19917.0	644.0	0.357	0.111	3.48	5.02	1.51
ERR2188302	0.213	0.00161	525.7	0.899	0.554	14.2	32.1	19924.0	524.0	0.286	0.101	3.47	5.01	1.51
ERR2188303	0.257	0.0025	546.8	0.919	0.620	20.6	49.8	19921.0	545.0	0.247	0.0812	3.91	5.64	1.70
ERR2188304	0.0911	0.00512	741.6	0.974	0.702	54.7	102.4	20012.0	728.0	0.365	0.0263	4.63	6.68	2.01
ERR2188305	0.227	0.00202	554.9	0.911	0.585	17.0	40.3	19968.0	554.0	0.238	0.0887	3.70	5.33	1.61
