Sample	berger_parker	buzas_gibson	chao1	dominance	equitability	jost	jost1	reads	richness	robbins	simpson	shannon_e	shannon_2	shannon_10
SRR15101598	0.605	0.000216	80.0	0.607	0.334	3.07	4.32	19995.0	80.0	0.432	0.393	1.46	2.11	0.636
SRR15101599	0.447	0.000358	81.0	0.756	0.448	5.02	7.16	19991.0	81.0	0	0.244	1.97	2.84	0.855
SRR15101600	0.289	0.000495	106.0	0.833	0.491	7.13	9.89	20002.0	106.0	0.355	0.167	2.29	3.31	0.995
SRR15101601	0.441	0.000197	92.0	0.658	0.303	3.18	3.94	19987.0	92.0	0.462	0.342	1.37	1.98	0.595
SRR15101602	0.507	0.000294	109.0	0.700	0.378	4.06	5.88	19985.0	109.0	0.427	0.300	1.77	2.56	0.769
SRR15101603	0.385	0.000226	85.0	0.702	0.340	3.69	4.53	20020.0	85.0	0	0.298	1.51	2.18	0.656
SRR15101604	0.327	0.000419	139.0	0.809	0.431	6.09	8.37	19987.0	139.0	0.457	0.191	2.12	3.06	0.923
SRR15101605	0.323	0.00112	240.0	0.850	0.568	9.83	22.4	19987.0	240.0	0	0.150	3.11	4.49	1.35
SRR15101606	0.209	0.00148	503.7	0.899	0.544	13.9	29.5	19952.0	502.0	0.282	0.101	3.39	4.88	1.47
SRR15101607	0.483	0.000562	253.0	0.741	0.437	5.35	11.2	19973.0	253.0	0.307	0.259	2.42	3.49	1.05
SRR15101608	0.324	0.000853	310.0	0.841	0.494	8.62	17.1	19989.0	310.0	0.257	0.159	2.84	4.09	1.23
SRR15101609	0.513	0.000249	181.0	0.654	0.309	3.35	4.98	19985.0	181.0	0.451	0.346	1.61	2.32	0.697
SRR15101610	0.378	0.000421	128.7	0.788	0.443	5.70	8.41	19990.0	122.0	0.358	0.212	2.13	3.07	0.925
SRR15101611	0.382	0.000596	153.8	0.817	0.494	7.25	11.9	19982.0	151.0	0.329	0.183	2.48	3.57	1.08
SRR15101612	0.778	9.87e-05	58.0	0.358	0.168	1.68	1.98	20018.0	58.0	0	0.642	0.681	0.983	0.296
SRR15101613	0.256	0.000544	102.0	0.838	0.516	7.42	10.9	20005.0	102.0	0	0.162	2.39	3.44	1.04
SRR15101614	0.303	0.000445	118.9	0.831	0.461	6.78	8.91	20006.0	115.0	0.362	0.169	2.19	3.16	0.950
SRR15101615	0.337	0.000616	156.3	0.847	0.499	8.29	12.3	20015.0	154.0	0.348	0.153	2.51	3.62	1.09
SRR15101616	0.855	0.000108	126.8	0.265	0.160	1.52	2.16	20012.0	123.0	0.492	0.735	0.769	1.11	0.334
SRR15101617	0.657	0.000158	100.3	0.532	0.261	2.45	3.17	19984.0	83.0	0.631	0.468	1.15	1.66	0.501
SRR15101618	0.280	0.000468	286.4	0.819	0.395	6.40	9.34	19954.0	285.0	0.416	0.181	2.23	3.22	0.971
SRR15101619	0.378	0.000347	100.0	0.774	0.421	5.11	6.95	19996.0	100.0	0.307	0.226	1.94	2.80	0.842
SRR15101620	0.690	0.000155	99.0	0.491	0.246	2.26	3.10	19994.0	99.0	0.530	0.509	1.13	1.63	0.492
SRR15101621	0.725	0.000151	68.0	0.457	0.262	2.15	3.02	19984.0	68.0	0.493	0.543	1.10	1.59	0.479
SRR15101622	0.369	0.000324	102.1	0.782	0.418	5.18	6.47	19988.0	87.0	0.500	0.218	1.87	2.69	0.811
SRR15101623	0.713	0.000136	109.0	0.453	0.213	2.05	2.72	19996.0	109.0	0.482	0.547	1.00	1.44	0.435
SRR15101624	0.629	0.000178	81.8	0.558	0.289	2.61	3.57	19986.0	81.0	0.329	0.442	1.27	1.83	0.552
SRR15101625	0.533	0.000227	159.4	0.631	0.301	3.13	4.55	20006.0	154.0	0.465	0.369	1.51	2.18	0.658
SRR15929469	0.101	0.00395	930.9	0.969	0.640	43.4	79.4	20098.0	928.0	0.408	0.0312	4.37	6.31	1.90
SRR15929470	0.497	0.000415	574.7	0.700	0.336	4.23	8.31	20044.0	544.0	0.604	0.300	2.12	3.06	0.920
SRR15929472	0.113	0.00227	578.1	0.952	0.600	27.1	45.2	19869.0	575.0	0.446	0.048	3.81	5.50	1.65
SRR15929473	0.260	0.00148	671.3	0.892	0.520	13.3	29.5	19922.0	667.0	0.451	0.108	3.38	4.88	1.47
SRR15929474	0.147	0.00138	608.5	0.920	0.517	15.7	27.5	19982.0	605.0	0.421	0.0795	3.31	4.78	1.44
SRR15929476	0.163	0.00121	430.7	0.926	0.527	16.1	24.2	19957.0	424.0	0.525	0.0744	3.19	4.60	1.38
SRR15929477	0.284	0.00103	330.0	0.859	0.522	9.99	20.7	19983.0	330.0	0.384	0.141	3.03	4.37	1.32
SRR15929478	0.300	0.00057	233.3	0.841	0.466	7.77	11.4	19939.0	185.0	0.634	0.159	2.43	3.51	1.06
SRR15929479	0.219	0.00267	668.5	0.915	0.612	19.4	53.3	19969.0	663.0	0.354	0.0853	3.98	5.74	1.73
SRR15929480	0.166	0.00456	1511.8	0.942	0.617	28.9	91.2	19992.0	1499.0	0.506	0.0584	4.51	6.51	1.96
SRR15929481	0.372	0.00107	489.3	0.844	0.497	9.75	21.5	20045.0	482.0	0.443	0.156	3.07	4.43	1.33
SRR15929482	0.103	0.00313	434.3	0.965	0.682	38.4	62.6	19966.0	430.0	0.348	0.0351	4.14	5.97	1.80
SRR15929483	0.232	0.00184	463.6	0.918	0.588	18.2	36.7	19959.0	459.0	0.396	0.082	3.60	5.20	1.56
SRR15929484	0.356	0.00054	411.5	0.772	0.396	5.48	10.8	19990.0	409.0	0.368	0.228	2.38	3.43	1.03
SRR15929485	0.674	0.000259	246.1	0.536	0.299	2.75	5.18	20027.0	244.0	0.384	0.464	1.65	2.37	0.714
SRR15929486	0.0858	0.0028	492.7	0.964	0.653	35.9	56.2	20039.0	479.0	0.458	0.036	4.03	5.81	1.75
SRR15929487	0.311	0.000738	454.8	0.844	0.442	8.31	14.8	20111.0	449.0	0.553	0.156	2.70	3.89	1.17
SRR15929488	0.105	0.00417	1029.0	0.962	0.638	38.4	83.1	19929.0	1026.0	0.418	0.0381	4.42	6.38	1.92
SRR15929489	0.237	0.00224	962.6	0.911	0.555	17.2	45.2	20140.0	959.0	0.432	0.0887	3.81	5.50	1.66
SRR15929490	0.487	0.000457	564.9	0.719	0.351	4.59	9.21	20125.0	560.0	0.542	0.281	2.22	3.20	0.964
SRR15929491	0.267	0.00274	858.3	0.885	0.593	15.0	54.7	19945.0	856.0	0.303	0.115	4.00	5.77	1.74
SRR15929492	0.265	0.00112	698.2	0.854	0.475	9.43	22.4	19977.0	696.0	0.349	0.146	3.11	4.49	1.35
SRR15929494	0.131	0.00248	941.9	0.940	0.571	23.4	49.5	20007.0	929.0	0.562	0.0599	3.90	5.63	1.70
SRR15929495	0.221	0.00139	910.3	0.895	0.488	12.8	27.7	19976.0	905.0	0.541	0.105	3.32	4.79	1.44
SRR15929496	0.348	0.00106	469.4	0.846	0.496	9.36	21.1	19871.0	467.0	0.387	0.154	3.05	4.40	1.32
SRR15929497	0.218	0.000936	588.6	0.858	0.459	8.89	18.7	19928.0	587.0	0.316	0.142	2.93	4.22	1.27
SRR15929498	0.262	0.0017	585.3	0.876	0.555	12.6	34.0	20043.0	573.0	0.397	0.124	3.53	5.09	1.53
SRR15929499	0.0824	0.00569	1074.1	0.975	0.680	58.0	114.6	20154.0	1071.0	0.403	0.0251	4.74	6.84	2.06
SRR15929500	0.427	0.000846	869.8	0.773	0.419	6.10	16.9	20008.0	861.0	0.457	0.227	2.83	4.08	1.23
SRR15929501	0.184	0.00265	988.0	0.928	0.578	21.4	53.6	20229.0	985.0	0.412	0.0717	3.98	5.74	1.73
SRR15929502	0.244	0.00101	430.4	0.882	0.496	11.4	20.2	20068.0	429.0	0.419	0.118	3.01	4.34	1.31
SRR15929503	0.177	0.00166	423.5	0.932	0.581	19.7	33.1	19950.0	414.0	0.504	0.0683	3.50	5.05	1.52
SRR15929504	0.202	0.00101	395.3	0.889	0.503	11.6	20.1	19863.0	388.0	0.481	0.111	3.00	4.33	1.30
SRR15929506	0.369	0.000898	508.6	0.837	0.464	8.74	18.0	20090.0	507.0	0.431	0.163	2.89	4.17	1.26
SRR15929507	0.157	0.00187	506.8	0.931	0.581	19.8	37.1	19883.0	502.0	0.408	0.0688	3.61	5.21	1.57
SRR15929509	0.369	0.000501	363.3	0.806	0.392	6.32	10.0	20043.0	359.0	0.467	0.194	2.31	3.33	1.00
SRR15929510	0.327	0.000882	687.0	0.848	0.443	8.77	17.7	20092.0	662.0	0.597	0.152	2.87	4.15	1.25
SRR15929512	0.146	0.00307	1043.1	0.948	0.593	28.5	61.3	19981.0	1036.0	0.536	0.0515	4.12	5.94	1.79
SRR15929513	0.184	0.00248	898.4	0.943	0.578	25.2	49.9	20107.0	863.0	0.604	0.0569	3.91	5.64	1.70
SRR15929514	0.127	0.00317	888.7	0.956	0.612	32.0	63.6	20090.0	886.0	0.384	0.0435	4.15	5.99	1.80
SRR15929515	0.0833	0.00536	1189.8	0.971	0.662	50.8	107.3	20022.0	1173.0	0.518	0.0288	4.68	6.75	2.03
SRR15929516	0.147	0.00606	1192.0	0.956	0.677	40.9	120.5	19875.0	1190.0	0.319	0.0442	4.79	6.91	2.08
SRR15929517	0.331	0.000837	526.1	0.841	0.454	8.49	16.8	20019.0	497.0	0.582	0.159	2.82	4.07	1.22
SRR15929518	0.113	0.00275	748.7	0.954	0.606	29.1	55.3	20091.0	747.0	0.314	0.0461	4.01	5.79	1.74
SRR15929519	0.216	0.00227	671.3	0.927	0.587	21.1	45.6	20042.0	670.0	0.401	0.0731	3.82	5.51	1.66
SRR15929520	0.229	0.00131	361.8	0.909	0.556	15.0	26.1	19936.0	355.0	0.416	0.0913	3.26	4.71	1.42
SRR15929521	0.239	0.00148	633.5	0.906	0.527	14.8	29.8	20101.0	627.0	0.516	0.0943	3.39	4.90	1.47
SRR15929522	0.269	0.00182	712.8	0.870	0.546	12.0	36.2	19903.0	712.0	0.252	0.130	3.59	5.18	1.56
SRR15929523	0.0694	0.00344	962.5	0.968	0.616	39.6	68.5	19910.0	958.0	0.501	0.0321	4.23	6.10	1.84
SRR15929524	0.157	0.000796	376.5	0.907	0.469	12.0	16.0	20062.0	370.0	0.585	0.0933	2.77	4.00	1.20
SRR15929525	0.161	0.00326	1014.0	0.949	0.604	29.0	65.6	20089.0	1013.0	0.369	0.0514	4.18	6.03	1.82
SRR15929526	0.464	0.000768	960.4	0.747	0.399	5.47	15.4	20110.0	957.0	0.463	0.253	2.74	3.95	1.19
SRR15929527	0.182	0.00131	442.1	0.914	0.536	15.2	25.9	19788.0	436.0	0.455	0.0857	3.26	4.70	1.41
SRR15929528	0.272	0.00071	457.9	0.828	0.434	7.39	14.2	20063.0	456.0	0.317	0.172	2.66	3.83	1.15
SRR15929529	0.398	0.000442	367.5	0.786	0.381	5.76	8.85	20020.0	307.0	0.679	0.214	2.18	3.15	0.947
SRR15929530	0.143	0.00364	916.7	0.950	0.629	30.7	73.0	20083.0	914.0	0.338	0.05	4.29	6.19	1.86
SRR15929531	0.414	0.00107	508.6	0.814	0.491	8.40	21.2	19904.0	503.0	0.438	0.186	3.06	4.41	1.33
SRR15929532	0.211	0.00315	876.4	0.910	0.611	18.9	62.8	19914.0	875.0	0.241	0.0905	4.14	5.97	1.80
SRR15929533	0.481	0.000388	286.3	0.727	0.362	4.63	7.74	19926.0	283.0	0.426	0.273	2.05	2.95	0.889
SRR15929534	0.180	0.00122	554.5	0.919	0.507	15.2	24.3	20026.0	539.0	0.587	0.0815	3.19	4.61	1.39
SRR15929535	0.317	0.000954	438.0	0.863	0.486	10.1	19.1	20062.0	432.0	0.536	0.137	2.95	4.26	1.28
SRR15929536	0.134	0.00343	565.2	0.964	0.667	39.0	68.4	19908.0	563.0	0.369	0.0364	4.22	6.10	1.83
SRR15929537	0.272	0.000883	560.0	0.863	0.455	9.50	17.7	20096.0	554.0	0.544	0.137	2.88	4.15	1.25
SRR15929538	0.162	0.0022	689.5	0.944	0.582	24.4	44.2	20052.0	668.0	0.559	0.0557	3.79	5.47	1.65
SRR15929539	0.124	0.00349	602.4	0.966	0.665	41.3	69.9	20070.0	596.0	0.451	0.0335	4.25	6.13	1.84
SRR15929540	0.143	0.00227	477.0	0.952	0.618	27.6	45.2	19917.0	477.0	0.458	0.0475	3.81	5.50	1.65
SRR15929541	0.295	0.00157	453.1	0.890	0.563	14.2	31.3	19933.0	451.0	0.336	0.110	3.44	4.97	1.50
SRR15929542	0.129	0.0015	555.7	0.931	0.542	18.1	30.1	20029.0	533.0	0.543	0.0689	3.40	4.91	1.48
SRR15929543	0.433	0.000345	196.3	0.731	0.366	4.46	6.86	19906.0	194.0	0.410	0.269	1.93	2.78	0.836
SRR15929544	0.169	0.00221	629.1	0.941	0.589	23.7	44.4	20067.0	627.0	0.454	0.0593	3.79	5.47	1.65
SRR15929545	0.269	0.00208	757.0	0.909	0.566	17.7	41.8	20076.0	732.0	0.540	0.0907	3.73	5.39	1.62
SRR15929546	0.211	0.000624	262.5	0.869	0.458	8.82	12.4	19930.0	246.0	0.559	0.131	2.52	3.64	1.09
SRR15929547	0.191	0.00179	621.2	0.925	0.559	18.7	36.0	20072.0	608.0	0.514	0.0747	3.58	5.17	1.56
SRR15929548	0.236	0.000947	549.5	0.881	0.466	10.5	18.9	19919.0	547.0	0.414	0.119	2.94	4.24	1.28
SRR15929549	0.132	0.00262	480.1	0.956	0.642	30.9	52.2	19924.0	476.0	0.398	0.0435	3.96	5.71	1.72
SRR15929550	0.424	0.000638	419.3	0.783	0.422	6.28	12.8	19984.0	414.0	0.477	0.217	2.55	3.67	1.11
SRR15929551	0.106	0.00258	700.2	0.954	0.605	28.9	51.7	20054.0	677.0	0.553	0.0461	3.95	5.69	1.71
SRR15929552	0.193	0.00243	779.5	0.935	0.586	22.9	48.6	20018.0	755.0	0.565	0.0649	3.88	5.60	1.69
SRR15929553	0.235	0.00203	814.8	0.893	0.554	14.6	40.9	20100.0	813.0	0.333	0.107	3.71	5.35	1.61
SRR15929554	0.462	0.00055	405.9	0.762	0.401	5.75	11.0	20036.0	398.0	0.589	0.238	2.40	3.46	1.04
SRR15929555	0.141	0.00169	550.0	0.938	0.563	20.6	34.0	20056.0	527.0	0.527	0.0617	3.53	5.09	1.53
SRR15929556	0.255	0.00128	633.3	0.892	0.510	12.9	25.7	20042.0	580.0	0.604	0.108	3.25	4.68	1.41
SRR15929557	0.287	0.00149	769.8	0.857	0.510	10.5	29.6	19868.0	767.0	0.336	0.143	3.39	4.89	1.47
SRR15929558	0.170	0.00152	655.6	0.918	0.532	16.2	30.5	20017.0	613.0	0.601	0.0824	3.42	4.93	1.48
SRR15929559	0.345	0.00156	670.2	0.866	0.530	12.2	31.3	20118.0	664.0	0.529	0.134	3.44	4.97	1.50
SRR15929560	0.369	0.000669	472.6	0.790	0.427	6.38	13.4	20053.0	438.0	0.531	0.210	2.60	3.74	1.13
SRR15929561	0.184	0.00196	682.1	0.928	0.562	19.3	39.1	19979.0	680.0	0.392	0.0719	3.67	5.29	1.59
SRR15929562	0.0903	0.00289	496.5	0.966	0.654	37.1	57.7	19951.0	492.0	0.432	0.0344	4.05	5.85	1.76
SRR15929563	0.135	0.00297	562.0	0.956	0.644	32.5	59.1	19937.0	562.0	0.426	0.0441	4.08	5.89	1.77
SRR15929564	0.236	0.00138	509.4	0.911	0.533	15.4	27.6	20047.0	504.0	0.495	0.0887	3.32	4.79	1.44
SRR15929565	0.605	0.000364	509.0	0.619	0.318	3.46	7.24	19907.0	504.0	0.543	0.381	1.98	2.86	0.860
SRR15929566	0.213	0.00272	1219.3	0.912	0.563	18.4	54.7	20146.0	1215.0	0.506	0.0878	4.00	5.77	1.74
SRR15929567	0.230	0.00147	652.1	0.900	0.522	14.0	29.4	20047.0	650.0	0.452	0.1	3.38	4.88	1.47
SRR15929568	0.302	0.0012	513.4	0.877	0.508	11.6	23.7	19778.0	510.0	0.411	0.123	3.16	4.56	1.37
SRR15929569	0.267	0.00311	882.3	0.915	0.607	21.0	61.4	19759.0	880.0	0.365	0.0847	4.12	5.94	1.79
SRR15929570	0.214	0.00128	504.6	0.869	0.522	10.6	25.7	20043.0	501.0	0.271	0.131	3.25	4.69	1.41
SRR15929571	0.376	0.00131	817.6	0.828	0.487	8.90	26.2	19925.0	815.0	0.393	0.172	3.26	4.71	1.42
SRR15929572	0.339	0.00123	703.8	0.834	0.490	9.02	24.7	20177.0	697.0	0.506	0.166	3.21	4.63	1.39
SRR15929573	0.083	0.00436	967.0	0.972	0.653	49.0	87.7	20121.0	941.0	0.558	0.0276	4.47	6.45	1.94
SRR15929574	0.255	0.00198	935.0	0.883	0.539	13.2	39.9	20113.0	933.0	0.342	0.117	3.69	5.32	1.60
SRR15929575	0.165	0.00391	1074.2	0.948	0.625	30.7	78.5	20085.0	1071.0	0.408	0.0521	4.36	6.30	1.90
SRR15929576	0.208	0.00254	807.5	0.917	0.586	18.7	50.5	19854.0	806.0	0.289	0.0835	3.92	5.66	1.70
SRR15929577	0.161	0.00492	1118.7	0.952	0.655	36.3	99.0	20131.0	1118.0	0.300	0.0476	4.60	6.63	2.00
SRR15929578	0.095	0.00545	1191.6	0.969	0.664	49.3	109.8	20155.0	1188.0	0.431	0.0308	4.70	6.78	2.04
SRR15929579	0.208	0.0044	1235.6	0.943	0.629	30.6	88.3	20088.0	1235.0	0.321	0.0574	4.48	6.46	1.95
SRR15929580	0.197	0.00311	1129.6	0.930	0.589	23.3	62.2	19989.0	1105.0	0.558	0.0697	4.13	5.96	1.79
SRR15929581	0.152	0.00252	860.5	0.946	0.582	26.0	50.8	20197.0	850.0	0.533	0.0536	3.93	5.67	1.71
SRR15929582	0.228	0.00198	837.6	0.916	0.549	17.5	39.7	20073.0	818.0	0.543	0.0839	3.68	5.31	1.60
SRR15929583	0.277	0.00127	501.6	0.889	0.520	12.6	25.3	19912.0	499.0	0.326	0.111	3.23	4.66	1.40
SRR15929584	0.192	0.00231	912.1	0.906	0.563	16.2	46.2	19956.0	909.0	0.363	0.094	3.83	5.53	1.66
SRR15929585	0.315	0.00167	918.6	0.832	0.513	9.23	33.2	19929.0	917.0	0.307	0.168	3.50	5.05	1.52
SRR15929586	0.260	0.00201	1043.2	0.880	0.532	13.0	40.4	20103.0	1039.0	0.432	0.120	3.70	5.34	1.61
SRR15929587	0.697	0.000195	289.5	0.489	0.240	2.33	3.90	20035.0	288.0	0.467	0.511	1.36	1.96	0.591
SRR15929588	0.282	0.00159	612.5	0.899	0.541	15.1	32.0	20055.0	606.0	0.517	0.101	3.46	5.00	1.50
SRR15929589	0.406	0.00098	698.3	0.808	0.455	7.60	19.7	20057.0	696.0	0.393	0.192	2.98	4.30	1.29
SRR15929590	0.105	0.00516	1226.8	0.967	0.653	46.5	103.9	20132.0	1222.0	0.482	0.0331	4.64	6.70	2.02
SRR15929591	0.213	0.00255	1217.8	0.905	0.554	16.5	51.1	20004.0	1215.0	0.435	0.0951	3.93	5.68	1.71
SRR15929592	0.551	0.000561	645.8	0.684	0.377	4.50	11.3	20075.0	618.0	0.603	0.316	2.42	3.49	1.05
SRR15929593	0.132	0.00325	904.1	0.948	0.613	28.1	64.7	19917.0	902.0	0.350	0.0516	4.17	6.02	1.81
SRR15929594	0.381	0.000621	468.6	0.800	0.410	6.54	12.4	19929.0	464.0	0.516	0.200	2.52	3.63	1.09
SRR15929595	0.144	0.00312	491.0	0.959	0.666	35.8	62.0	19893.0	491.0	0.439	0.0406	4.13	5.95	1.79
SRR15929596	0.228	0.00287	898.7	0.906	0.596	18.0	57.7	20071.0	896.0	0.303	0.0941	4.05	5.85	1.76
SRR15929597	0.253	0.00148	642.9	0.873	0.525	11.6	29.7	20067.0	639.0	0.400	0.127	3.39	4.89	1.47
SRR15929598	0.611	0.00045	698.1	0.615	0.338	3.55	9.04	20089.0	680.0	0.565	0.385	2.20	3.18	0.956
SRR15929599	0.253	0.00262	855.8	0.887	0.585	14.8	51.9	19827.0	854.0	0.274	0.113	3.95	5.70	1.71
SRR15929600	0.187	0.00276	746.2	0.923	0.608	21.3	55.1	19964.0	734.0	0.416	0.0768	4.01	5.79	1.74
SRR15929601	0.248	0.000874	394.9	0.867	0.480	9.85	17.5	20046.0	390.0	0.506	0.133	2.86	4.13	1.24
SRR15929602	0.379	0.0007	412.4	0.820	0.446	7.56	14.0	20045.0	375.0	0.598	0.180	2.64	3.81	1.15
SRR15929603	0.470	0.000841	848.6	0.763	0.421	6.27	16.8	20008.0	814.0	0.633	0.237	2.82	4.07	1.23
SRR15929604	0.163	0.00176	583.5	0.938	0.565	20.9	35.1	20013.0	543.0	0.579	0.0623	3.56	5.14	1.55
SRR15929605	0.143	0.00222	499.3	0.947	0.615	25.8	44.3	20000.0	474.0	0.539	0.0531	3.79	5.47	1.65
SRR15929606	0.332	0.00101	428.3	0.860	0.496	10.2	20.2	19875.0	424.0	0.449	0.140	3.00	4.33	1.30
SRR15929607	0.432	0.000644	285.2	0.790	0.453	6.71	12.9	20010.0	282.0	0.449	0.210	2.56	3.69	1.11
SRR15929608	0.120	0.00262	685.8	0.950	0.605	27.5	52.1	19890.0	685.0	0.322	0.0499	3.95	5.70	1.72
SRR15929609	0.113	0.00306	1127.5	0.953	0.588	29.9	61.6	20132.0	1107.0	0.589	0.0466	4.12	5.95	1.79
SRR15929610	0.205	0.00118	508.9	0.903	0.511	13.5	23.7	20027.0	492.0	0.578	0.097	3.17	4.57	1.37
SRR15929611	0.136	0.0018	611.7	0.939	0.558	20.9	35.8	19942.0	609.0	0.433	0.0609	3.58	5.16	1.55
SRR15929612	0.398	0.000635	383.8	0.800	0.428	6.68	12.7	20024.0	382.0	0.394	0.200	2.54	3.67	1.10
SRR15929613	0.0928	0.0034	870.4	0.966	0.626	39.0	68.2	20080.0	851.0	0.556	0.0338	4.22	6.09	1.83
SRR15929614	0.420	0.000305	203.7	0.704	0.341	3.98	6.09	19980.0	201.0	0.411	0.296	1.81	2.61	0.785
SRR15929615	0.313	0.00108	458.5	0.870	0.501	11.0	21.5	19892.0	457.0	0.406	0.130	3.07	4.43	1.33
SRR15929616	0.140	0.00175	761.7	0.939	0.538	20.8	35.2	20122.0	753.0	0.607	0.0606	3.56	5.14	1.55
SRR15929617	0.142	0.00174	570.2	0.944	0.561	22.4	34.9	20074.0	565.0	0.500	0.0557	3.55	5.12	1.54
SRR15929618	0.311	0.000837	681.7	0.845	0.433	8.45	16.8	20058.0	678.0	0.492	0.155	2.82	4.07	1.23
SRR15929619	0.429	0.000639	257.3	0.794	0.461	6.81	12.7	19945.0	249.0	0.456	0.206	2.55	3.67	1.11
SRR15929620	0.827	0.000137	198.2	0.313	0.192	1.68	2.74	19957.0	190.0	0.487	0.687	1.01	1.45	0.437
SRR15929621	0.152	0.00139	472.6	0.928	0.541	17.3	27.8	19942.0	467.0	0.481	0.0716	3.33	4.80	1.44
SRR15929622	0.163	0.00245	581.9	0.953	0.614	29.3	49.5	20164.0	576.0	0.492	0.0472	3.90	5.63	1.69
SRR15929623	0.332	0.00084	699.8	0.788	0.431	6.34	16.8	19973.0	699.0	0.276	0.212	2.82	4.07	1.22
SRR15929624	0.317	0.000791	532.5	0.814	0.441	7.23	15.8	20020.0	522.0	0.430	0.186	2.76	3.99	1.20
SRR15929625	0.610	0.000191	304.6	0.560	0.236	2.59	3.83	20062.0	298.0	0.585	0.440	1.34	1.94	0.583
SRR15929626	0.119	0.00298	781.3	0.957	0.615	32.1	59.9	20104.0	778.0	0.430	0.0431	4.09	5.91	1.78
SRR15929627	0.165	0.00196	349.7	0.942	0.626	23.3	39.0	19876.0	347.0	0.348	0.0583	3.66	5.28	1.59
SRR15929628	0.156	0.00234	708.4	0.944	0.588	24.8	46.8	20029.0	690.0	0.527	0.0563	3.85	5.55	1.67
SRR15929629	0.325	0.000801	392.7	0.853	0.465	9.00	16.1	20044.0	392.0	0.313	0.147	2.78	4.00	1.21
SRR15929630	0.128	0.00217	610.4	0.946	0.590	24.5	43.6	20072.0	601.0	0.542	0.0544	3.78	5.45	1.64
SRR15929631	0.0871	0.00427	974.2	0.968	0.647	43.6	85.8	20097.0	973.0	0.395	0.0325	4.45	6.42	1.93
SRR15929632	0.234	0.00166	520.0	0.912	0.563	16.4	33.2	20020.0	502.0	0.477	0.0881	3.50	5.05	1.52
SRR15929633	0.229	0.00203	502.2	0.928	0.597	21.1	40.8	20072.0	497.0	0.466	0.0719	3.71	5.35	1.61
SRR15929634	0.137	0.00287	845.5	0.953	0.604	29.8	57.8	20121.0	826.0	0.551	0.0475	4.06	5.85	1.76
SRR15929635	0.104	0.00235	471.3	0.958	0.627	30.3	47.2	20064.0	468.0	0.429	0.0418	3.86	5.56	1.67
SRR15929636	0.410	0.00102	489.3	0.816	0.488	8.38	20.4	19970.0	486.0	0.405	0.184	3.02	4.35	1.31
SRR15929637	0.474	0.000705	277.9	0.762	0.471	6.24	14.0	19928.0	274.0	0.385	0.238	2.64	3.81	1.15
SRR15929638	0.086	0.00524	1072.6	0.976	0.670	57.9	105.4	20101.0	1045.0	0.582	0.024	4.66	6.72	2.02
SRR15929639	0.113	0.00308	682.6	0.960	0.637	34.7	61.9	20069.0	647.0	0.534	0.0403	4.12	5.95	1.79
SRR15929640	0.584	0.000369	271.2	0.646	0.360	3.79	7.39	20026.0	260.0	0.525	0.354	2.00	2.89	0.869
SRR15929641	0.328	0.00154	502.0	0.874	0.552	12.7	30.9	20139.0	502.0	0	0.126	3.43	4.95	1.49
SRR15929642	0.218	0.00104	599.6	0.899	0.479	12.5	20.8	20052.0	569.0	0.618	0.101	3.04	4.38	1.32
SRR15929643	0.208	0.00139	521.2	0.912	0.533	15.3	27.8	20035.0	515.0	0.477	0.0876	3.33	4.80	1.44
SRR15929644	0.396	0.00133	833.9	0.829	0.489	9.37	26.7	20140.0	832.0	0.467	0.171	3.28	4.74	1.43
SRR15929645	0.265	0.00172	591.2	0.907	0.554	16.3	34.2	19836.0	588.0	0.433	0.0925	3.53	5.10	1.53
SRR15929646	0.139	0.00346	651.7	0.962	0.655	38.5	69.6	20130.0	650.0	0.404	0.0376	4.24	6.12	1.84
SRR15929647	0.109	0.00392	1169.6	0.965	0.619	40.0	78.8	20083.0	1155.0	0.589	0.0354	4.37	6.30	1.90
SRR15929648	0.113	0.00325	799.2	0.963	0.625	36.2	65.2	20076.0	798.0	0.402	0.0374	4.18	6.03	1.81
SRR15929649	0.174	0.00262	730.5	0.943	0.602	25.9	52.7	20091.0	728.0	0.427	0.0565	3.96	5.72	1.72
SRR15929650	0.232	0.0015	405.0	0.902	0.567	14.7	29.9	19895.0	402.0	0.365	0.0983	3.40	4.90	1.48
SRR15929651	0.297	0.000658	388.1	0.825	0.433	7.28	13.2	20034.0	387.0	0.425	0.175	2.58	3.72	1.12
SRR15929652	0.0965	0.00332	514.6	0.969	0.672	41.4	66.0	19852.0	512.0	0.337	0.0314	4.19	6.04	1.82
SRR15929653	0.154	0.00257	571.9	0.949	0.621	27.9	51.6	20078.0	570.0	0.408	0.0512	3.94	5.69	1.71
SRR15929654	0.182	0.00216	496.5	0.942	0.608	24.5	43.4	20079.0	495.0	0.385	0.0575	3.77	5.44	1.64
SRR15929655	0.199	0.0014	534.1	0.924	0.536	17.0	28.0	20028.0	503.0	0.579	0.0761	3.33	4.81	1.45
SRR15929656	0.140	0.00248	613.9	0.948	0.612	27.3	49.6	20036.0	590.0	0.526	0.0519	3.90	5.63	1.70
SRR15929657	0.309	0.00144	456.6	0.885	0.550	13.5	28.9	20078.0	455.0	0.410	0.115	3.37	4.85	1.46
SRR15929658	0.189	0.00216	442.1	0.941	0.618	24.1	43.0	19904.0	440.0	0.361	0.0593	3.76	5.43	1.63
