Run Accession	Binomial name	Diet	Class	Climatic region	NMDS1	NMDS2
ERR4451775	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000232554	6.74E-05
ERR4451776	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000218977	4.66E-05
ERR4451777	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230108	5.52E-05
ERR4451778	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000204847	5.87E-05
ERR4451779	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227427	6.65E-05
ERR4451780	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000226909	6.09E-05
ERR4451781	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000206451	7.77E-05
ERR4451782	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00021522	6.46E-05
ERR4451783	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221377	8.08E-05
ERR4451784	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000213481	7.77E-05
ERR4451785	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233819	7.42E-05
ERR4451786	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229405	7.32E-05
ERR4451787	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221997	7.82E-05
ERR4451788	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233871	8.11E-05
ERR4451789	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229409	4.99E-05
ERR4451790	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000232612	7.15E-05
ERR4451791	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233319	6.74E-05
ERR4451792	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023569	7.46E-05
ERR4451793	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230473	7.09E-05
ERR4451794	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000238446	6.97E-05
ERR4451795	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221345	7.80E-05
ERR4451796	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000222647	6.48E-05
ERR4451797	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000215459	7.14E-05
ERR4451798	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000224938	6.25E-05
ERR4451799	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229862	8.43E-05
ERR4451800	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00024521	7.62E-05
ERR4451801	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228593	7.92E-05
ERR4451802	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000225072	7.58E-05
ERR4451803	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000226772	8.28E-05
ERR4451804	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220267	7.56E-05
ERR4451805	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233835	7.27E-05
ERR4451806	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000231622	7.96E-05
ERR4451807	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000219418	8.61E-05
ERR4451808	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220308	8.45E-05
ERR4451809	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220423	7.36E-05
ERR4451813	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000218555	7.77E-05
ERR4451814	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228628	8.04E-05
ERR4451816	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000237737	7.75E-05
ERR4451817	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000214591	8.65E-05
ERR4451818	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228862	9.01E-05
ERR4451819	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023506	8.26E-05
ERR4451820	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000234686	9.31E-05
ERR4451822	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000213584	8.39E-05
ERR4451823	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000215149	8.21E-05
ERR4451824	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000225602	8.88E-05
ERR4451825	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221414	8.26E-05
ERR4451826	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023591	8.76E-05
ERR4451827	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000239533	8.80E-05
ERR4451828	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220792	8.76E-05
ERR4451829	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000231552	8.88E-05
ERR4451830	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000216322	8.76E-05
ERR4451831	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000222665	8.24E-05
ERR4451832	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228403	8.75E-05
ERR4451833	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227223	9.07E-05
ERR4451834	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230165	9.10E-05
ERR4451835	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228921	7.52E-05
ERR4451836	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000216757	9.36E-05
ERR4451837	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000219064	8.94E-05
ERR4451838	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227342	8.87E-05
ERR4451839	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000210818	8.32E-05
ERR4451840	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000234125	8.56E-05
ERR4451841	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000217969	7.87E-05
ERR4451842	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000231235	9.55E-05
ERR4451843	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00021671	8.80E-05
ERR4451844	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220945	8.19E-05
ERR4451845	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229611	9.43E-05
ERR4451846	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000225557	9.56E-05
ERR4451847	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000214021	8.79E-05
ERR4451848	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229669	8.89E-05
ERR4451849	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220704	8.56E-05
ERR4451850	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000232485	8.51E-05
ERR4451851	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00021746	7.97E-05
ERR4451852	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000231234	7.05E-05
ERR4451853	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000216569	8.69E-05
ERR4451854	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000236765	9.19E-05
ERR4451856	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000219007	9.14E-05
ERR4451857	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000217399	8.26E-05
ERR4451858	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233852	9.48E-05
ERR4451859	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000239169	8.81E-05
ERR4451860	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227628	9.30E-05
ERR4451861	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000237996	9.42E-05
ERR4451862	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230965	9.09E-05
ERR4451863	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000212189	9.27E-05
ERR4451864	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230071	7.96E-05
ERR4451865	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.0002251	7.97E-05
ERR4451866	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221352	8.51E-05
ERR4451867	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223233	7.86E-05
ERR4451868	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223517	8.99E-05
ERR4451869	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228691	9.98E-05
ERR4451870	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000218751	7.95E-05
ERR4451871	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023049	9.00E-05
ERR4451873	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000222221	7.75E-05
ERR4451874	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223299	9.07E-05
ERR4451875	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00024139	9.03E-05
ERR4451876	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228409	9.55E-05
ERR4451877	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023252	8.83E-05
ERR4451878	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000219718	9.54E-05
ERR4451879	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000232023	8.79E-05
ERR4451880	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000217777	9.61E-05
ERR4451881	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233612	8.34E-05
ERR4451882	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000224127	9.35E-05
ERR4451883	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000232115	8.13E-05
ERR4451884	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000235547	9.86E-05
ERR4451885	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223869	8.30E-05
ERR4451886	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000237962	8.78E-05
ERR4451887	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Subtropical	0.000180191	0.000156711
ERR4451888	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000224906	8.40E-05
ERR4451889	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023103	8.76E-05
ERR4451890	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221431	8.67E-05
ERR4451891	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000225986	9.87E-05
ERR4451892	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227573	8.99E-05
ERR4451893	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000225269	8.85E-05
ERR4451894	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00021745	9.38E-05
ERR4451895	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223363	8.12E-05
ERR4451896	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000248602	0.000113741
ERR4451897	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000237537	8.59E-05
ERR4451898	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000220769	8.68E-05
ERR4451899	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000236729	9.76E-05
ERR4451900	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228243	9.46E-05
ERR4451901	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227259	9.36E-05
ERR4451902	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000233821	8.76E-05
ERR4451903	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00021536	9.07E-05
ERR4451904	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000221731	6.49E-05
ERR4451905	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223223	9.65E-05
ERR4451907	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230602	8.80E-05
ERR4451908	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000224255	7.55E-05
ERR4451909	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000226051	8.09E-05
ERR4451910	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000209466	7.47E-05
ERR4451911	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000223195	8.01E-05
ERR4451912	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000231586	7.33E-05
ERR4451914	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000226182	7.97E-05
ERR4451915	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000241888	0.000113733
ERR4451917	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229628	8.17E-05
ERR4451918	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000229473	8.44E-05
ERR4451919	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000241242	7.34E-05
ERR4451920	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000217331	7.50E-05
ERR4451921	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000237114	7.24E-05
ERR4451922	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000230835	7.85E-05
ERR4451923	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00021041	7.79E-05
ERR4451924	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000227795	8.95E-05
ERR4451925	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000217873	5.11E-05
ERR4451926	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228125	7.55E-05
ERR4451927	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000213573	7.63E-05
ERR4451928	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000214398	8.88E-05
ERR4451929	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000222118	5.56E-05
ERR4451930	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000239656	6.23E-05
ERR4451931	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000228593	7.70E-05
ERR4451932	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000234156	8.18E-05
ERR4451933	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000211332	8.51E-05
ERR4451934	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000237779	8.20E-05
ERR4451936	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000238352	8.16E-05
ERR4451937	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.00023142	7.76E-05
ERR4451938	Pan troglodytes schweinfurthii	Omnivorous	Mammalia	Tropical	0.000224957	8.44E-05
