Run Accession	Binomial name	Diet	Class	Climatic region	NMDS1	NMDS2
SRR5631890	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000278106	0.00012433
SRR5631891	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000294693	0.000110169
SRR5631892	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000270449	0.000101637
SRR5631893	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.00029201	0.000123347
SRR5631894	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000269293	8.85E-05
SRR5631895	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.00029674	0.000102518
SRR5631896	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000303732	0.000111627
SRR5631897	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000284794	0.000107858
SRR5631898	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000290016	0.000118229
SRR5631899	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000297134	0.00012056
SRR5631900	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000293162	0.000100935
SRR5631901	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000294366	0.000126469
SRR5631902	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000305625	0.000109835
SRR5631903	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000272606	0.000100764
SRR5631904	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000284307	0.000103329
SRR5631905	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000275776	0.000110653
SRR5631906	Papio cynocephalus	Omnivorous	Mammalia	Tropical	0.000296181	0.000129385
SRR5828729	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	3.38E-05	3.39E-07
SRR5828742	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	-3.56E-05	-1.07E-05
SRR5828745	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	2.20E-05	2.08E-05
SRR5828757	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	6.30E-05	1.99E-06
SRR5828762	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	9.66E-05	3.15E-05
SRR5828766	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	0.000108587	7.22E-06
SRR5828770	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	-0.000643069	0.000209285
SRR5828874	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	1.76E-05	-3.45E-05
SRR5828877	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	-0.000196381	0.000135403
SRR5828891	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	8.25E-05	2.21E-05
SRR5828894	Rhizoprionodon oligolinx	Carnivorous	Chondrichthyes	Tropical	9.67E-05	9.13E-06
SRR5833718	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000197893	-0.000228967
SRR5833719	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000141898	-7.29E-05
SRR5833720	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.22E-05	-0.000282033
SRR5833721	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000108313	-0.000252341
SRR5833722	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000230335	-0.000150825
SRR5833723	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.0001409	-0.000238885
SRR5833724	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000231345	-8.52E-05
SRR5833725	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000132289	-0.000221283
SRR5833726	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000131027	-0.000159028
SRR5833727	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.37E-05	-0.000169462
SRR5833728	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00017055	-0.00024501
SRR5833729	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.0002492	-0.000240141
SRR5833730	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000193465	-0.000152363
SRR5833731	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.66E-05	-0.000203472
SRR5833732	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000178578	-0.000235904
SRR5833733	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	1.39E-05	-0.000130154
SRR5833734	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000206221	-8.27E-05
SRR5833735	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000143585	-0.00025969
SRR5833736	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000209893	-0.000242182
SRR5833737	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000211862	-0.000335995
SRR5833740	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000202717	-0.000227645
SRR5833741	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-9.87E-05	-0.00031664
SRR5833742	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000181422	-0.00024959
SRR5833743	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000120427	-0.00024519
SRR5833747	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000185919	-0.000230811
SRR5833754	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000117731	-0.000307484
SRR5833756	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000111148	-0.000304684
SRR5833757	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000136932	-0.000257315
SRR5833758	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.68E-05	-0.000248097
SRR5833759	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000143961	-0.000264338
SRR5833760	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-3.93E-05	-0.000212325
SRR5833761	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000111927	-0.000268672
SRR5833762	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00016344	-0.000113397
SRR5833763	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000120416	-0.000186241
SRR5833765	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-4.24E-05	-0.000170905
SRR5833766	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.14E-05	-0.000234394
SRR5833767	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-2.25E-05	-0.000192115
SRR5833768	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-3.05E-05	-0.000245774
SRR5833769	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000178974	-0.000139561
SRR5833770	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	8.23E-05	-0.000171688
SRR5833771	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	8.59E-06	-0.000243532
SRR5833772	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-5.19E-05	-0.00019618
SRR5833773	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	6.75E-05	-0.000148348
SRR5833774	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-6.20E-05	-0.000309215
SRR5833775	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-1.93E-05	-0.000229786
SRR5833776	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000264332	-0.000298181
SRR5833779	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-2.93E-05	-0.000157542
SRR5833782	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000138513	-0.000252838
SRR5833783	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000247776	-0.000118922
SRR5833784	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000112593	-0.000223098
SRR5833785	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000178984	-0.000243643
SRR5833788	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000243996	-0.000259064
SRR5833789	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000141623	-0.00017611
SRR5833790	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.70E-05	-0.000193347
SRR5833791	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00012368	-0.000235627
SRR5833792	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000128884	-0.000183293
SRR5833793	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-9.24E-05	-0.000290917
SRR5833794	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000128947	-0.000198829
SRR5833795	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00020848	-0.000182232
SRR5833796	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	7.43E-05	-0.000127441
SRR5833797	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00013435	-0.00022539
SRR5833801	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000315371	3.33E-05
SRR5833802	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000133247	-0.000189898
SRR5833803	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-6.51E-05	-0.000173053
SRR5833804	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000152453	-0.000196543
SRR5833810	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00025154	-0.000236064
SRR5833811	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000154847	-0.000242858
SRR5833812	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000137976	-0.000223439
SRR5833813	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000175954	-0.000237011
SRR5833814	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-4.70E-05	-0.000189367
SRR5833815	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000210108	-0.000179647
SRR5833816	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000117491	-0.000200612
SRR5833817	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-1.98E-05	-0.000170939
SRR5833818	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000184805	-0.000219194
SRR5833819	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-4.10E-05	-0.000178328
SRR5833820	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000120651	-0.000199206
SRR5833821	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000184888	-7.95E-05
SRR5833822	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000106088	-0.000116357
SRR5833823	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000174055	-0.000107354
SRR5833824	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000201207	-6.46E-05
SRR5833825	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000102029	-0.000283671
SRR5833827	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-9.67E-06	-0.000163091
SRR5833828	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	2.16E-05	-0.000199414
SRR5833829	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-7.96E-05	-9.85E-05
SRR5833830	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00019059	-0.000103935
SRR5833831	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000183299	-0.000239512
SRR5833832	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.83E-05	-0.000216763
SRR5833833	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-7.79E-05	-0.000240418
SRR5833834	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000167959	-0.000199237
SRR5833835	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000149479	-0.000177171
SRR5833836	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-7.33E-05	-0.000249002
SRR5833837	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-8.00E-05	-0.000244484
SRR5833838	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00013124	-0.000218582
SRR5833839	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000171791	-0.000253698
SRR5833840	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000171274	-0.000236919
SRR5833845	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-3.61E-05	-0.000160106
SRR5833847	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000159991	-0.000226478
SRR5833848	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000101478	-0.000176404
SRR5833851	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-1.00E-05	-0.00015729
SRR5833852	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000133027	-0.000226922
SRR5833853	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000216809	-0.000266094
SRR5833854	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00019933	-0.000216264
SRR5833855	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000165509	-0.000165522
SRR5833856	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000220294	-0.000292699
SRR5833857	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000282335	-0.000200141
SRR5833858	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.00013507	-0.000497914
SRR5833859	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000165827	-0.000231575
SRR5833860	Coregonus clupeaformis	Carnivorous	Actinopterygii	Temperate	-0.000120848	-0.000236017
SRR6075095	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	9.39E-05	-0.000154229
SRR6075097	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	7.65E-05	-0.00012751
SRR6075100	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	6.31E-05	-7.22E-05
SRR6075101	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	9.39E-05	-0.000137771
SRR6075130	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	0.000121831	-0.000105328
SRR6075131	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	0.000125993	-0.000123964
SRR6075132	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	0.000102987	-0.000122599
SRR6075133	Shinisaurus crocodilurus	Carnivorous	Reptilia	Tropical	9.99E-05	-0.000143384
SRR6075134	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000112616	-7.32E-05
SRR6075135	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000122712	-8.40E-05
SRR6075136	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000127917	-7.07E-05
SRR6075137	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000140631	-6.82E-05
SRR6075139	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000106975	-8.81E-05
SRR6075141	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000138719	-9.36E-05
SRR6075142	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000122644	-9.40E-05
SRR6075143	Shinisaurus crocodilurus	Carnivorous	Reptilia	Subtropical	0.000112973	-9.71E-05
SRR6516166	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000144294	-0.00017396
SRR6516167	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000392889	-9.28E-05
SRR6516168	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000108167	-0.000107578
SRR6516170	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000106944	-0.000102743
SRR6516171	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.0001031	-0.000102895
SRR6516172	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000124047	-0.000120188
SRR6516177	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000134459	-0.000165236
SRR6516184	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000111803	-0.000111437
SRR6516185	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000138594	-0.000120772
SRR6516186	Odorrana tormota	Omnivorous	Amphibia	Subtropical	9.67E-05	-0.000101563
SRR6516192	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000151576	-0.000134871
SRR6516201	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000124932	-0.000115209
SRR6516202	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000138983	-0.000120327
SRR6516203	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.000125633	-8.70E-05
SRR6516204	Odorrana tormota	Omnivorous	Amphibia	Subtropical	0.00012322	-8.43E-05
SRR6824713	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00025349	0.000135599
SRR6824714	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-6.98E-05	0.000418696
SRR6824715	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000252005	0.00021955
SRR6824716	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00024606	0.000241396
SRR6824717	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000217252	5.16E-06
SRR6824718	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00022353	0.000287408
SRR6824719	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000246045	0.000214958
SRR6824720	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000268916	0.000130168
SRR6824721	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000249528	0.000135699
SRR6824722	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000231263	0.000188496
SRR6824723	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000269235	0.000145449
SRR6824724	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000169534	0.000278941
SRR6824725	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000230514	0.000178156
SRR6824727	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244174	0.000163031
SRR6824728	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244279	0.000190182
SRR6824729	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000236195	0.000165239
SRR6824730	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00024296	3.48E-05
SRR6824731	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000191383	9.92E-05
SRR6824732	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00026096	0.000267782
SRR6824735	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000247131	0.000137953
SRR6824736	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000248931	0.000231162
SRR6824737	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000229293	0.00011438
SRR6824738	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.0002783	0.000241754
SRR6824739	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000242952	0.000250318
SRR6824740	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000275399	0.000205415
SRR6824741	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000266483	0.000128793
SRR6824742	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00028069	0.000223495
SRR6824743	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000169546	0.000152001
SRR6824744	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000283935	0.000257857
SRR6824745	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000217637	0.00010733
SRR6824748	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000246247	0.000173094
SRR6824752	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000314476	0.000240238
SRR6824753	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000261732	0.0002258
SRR6824754	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244197	0.000239232
SRR6824755	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00028389	0.000253172
SRR6824756	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000274823	0.000236136
SRR6824757	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000256005	0.000156083
SRR6824758	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000281092	0.000210502
SRR6824759	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000260686	0.000257862
SRR6824760	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00024804	0.000255457
SRR6824761	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000273519	0.000215296
SRR6824762	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000246865	0.000246572
SRR6824763	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000264485	0.000150493
SRR6824764	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.0002375	0.000149319
SRR6824765	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000291953	0.000235439
SRR6824766	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000270393	0.000277548
SRR6824767	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000287757	0.000155815
SRR6824768	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000256682	8.15E-05
SRR6824769	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000248649	0.000212646
SRR6824770	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000240934	0.000203556
SRR6824771	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000274387	0.000253468
SRR6824772	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00025442	0.00011606
SRR6824773	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000279033	0.000214424
SRR6824774	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000242154	0.000247764
SRR6824775	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000280991	0.000261967
SRR6824776	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00023873	0.000245114
SRR6824777	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000249717	0.00027308
SRR6824778	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000231775	0.000249118
SRR6824785	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000179835	-4.29E-05
SRR6824786	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000229116	0.0001756
SRR6824787	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000241133	0.000250021
SRR6824788	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000221419	0.00019274
SRR6824789	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000232017	5.33E-06
SRR6824791	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000258242	0.000172433
SRR6824792	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000249523	0.000192517
SRR6824793	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000190633	0.000217552
SRR6824794	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000247697	0.000175111
SRR6824796	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000179647	0.00028684
SRR6824797	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000220149	0.000238636
SRR6824798	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000240242	0.000255818
SRR6824799	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000256691	0.00028231
SRR6824800	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000247775	0.000141514
SRR6824801	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000241186	0.000162295
SRR6824802	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000232204	7.90E-05
SRR6824803	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000246383	0.000178411
SRR6824804	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00026889	0.000255505
SRR6824805	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000326277	0.000244561
SRR6824806	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	0.000723472	0.000391834
SRR6824807	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244419	0.000300044
SRR6824808	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000244848	0.000199508
SRR6824809	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00025172	0.000226673
SRR6824810	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000253917	0.000177487
SRR6824811	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000257617	7.08E-05
SRR6824813	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000164153	-9.71E-06
SRR6824814	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00020001	0.000166781
SRR6824815	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00024029	0.000168736
SRR6824816	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000262204	4.12E-05
SRR6824817	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000136628	5.53E-05
SRR6824818	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.00023128	0.000186269
SRR6824819	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000242991	0.000223433
SRR6824820	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000235735	0.00022217
SRR6824821	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000245483	0.000112384
SRR6824822	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000234317	0.000154388
SRR6824823	Oncorhynchus tshawytscha	Carnivorous	Actinopterygii	Temperate	-0.000228536	3.61E-05
